"indnaics_str","bea_detail","naics_multi_io","match_type","n_bea","match_quality"
"111","1111A0",FALSE,"prefix_3d",6,"coarse"
"111","1111B0",FALSE,"prefix_3d",6,"coarse"
"111","111200",FALSE,"prefix_3d",6,"coarse"
"111","111300",FALSE,"prefix_3d",6,"coarse"
"111","111400",FALSE,"prefix_3d",6,"coarse"
"111","111900",FALSE,"prefix_3d",6,"coarse"
"112","112120",FALSE,"prefix_3d",4,"acceptable"
"112","1121A0",FALSE,"prefix_3d",4,"acceptable"
"112","112300",FALSE,"prefix_3d",4,"acceptable"
"112","112A00",FALSE,"prefix_3d",4,"acceptable"
"1133","113000",FALSE,"prefix_3d",1,"acceptable"
"113M","113000",FALSE,"prefix_3d",1,"acceptable"
"114","114000",FALSE,"exact_6d",1,"clean"
"115","115000",FALSE,"exact_6d",1,"clean"
"211","211000",FALSE,"exact_6d",1,"clean"
"2121","212100",FALSE,"exact_6d",1,"clean"
"2122","212230",FALSE,"prefix_4d",2,"acceptable"
"2122","2122A0",FALSE,"prefix_4d",2,"acceptable"
"2123","212310",FALSE,"prefix_4d",2,"acceptable"
"2123","2123A0",FALSE,"prefix_4d",2,"acceptable"
"213","213111",FALSE,"prefix_3d",2,"acceptable"
"213","21311A",FALSE,"prefix_3d",2,"acceptable"
"2211P","221100",FALSE,"prefix_4d",1,"acceptable"
"2212P","221200",FALSE,"prefix_4d",1,"acceptable"
"22132","221300",FALSE,"prefix_4d",1,"acceptable"
"2213M","221300",FALSE,"prefix_4d",1,"acceptable"
"221MP","221100",FALSE,"prefix_3d",3,"acceptable"
"221MP","221200",FALSE,"prefix_3d",3,"acceptable"
"221MP","221300",FALSE,"prefix_3d",3,"acceptable"
"22S","221100",FALSE,"prefix_2d",3,"acceptable"
"22S","221200",FALSE,"prefix_2d",3,"acceptable"
"22S","221300",FALSE,"prefix_2d",3,"acceptable"
"23","230301",TRUE,"exact_6d",12,"clean"
"23","230302",TRUE,"exact_6d",12,"clean"
"23","233210",TRUE,"exact_6d",12,"clean"
"23","233230",TRUE,"exact_6d",12,"clean"
"23","233240",TRUE,"exact_6d",12,"clean"
"23","233262",TRUE,"exact_6d",12,"clean"
"23","2332A0",TRUE,"exact_6d",12,"clean"
"23","2332C0",TRUE,"exact_6d",12,"clean"
"23","2332D0",TRUE,"exact_6d",12,"clean"
"23","233411",TRUE,"exact_6d",12,"clean"
"23","233412",TRUE,"exact_6d",12,"clean"
"23","2334A0",TRUE,"exact_6d",12,"clean"
"3113","311300",FALSE,"exact_6d",1,"clean"
"3114","311410",FALSE,"prefix_4d",2,"acceptable"
"3114","311420",FALSE,"prefix_4d",2,"acceptable"
"3115","311513",FALSE,"prefix_4d",4,"acceptable"
"3115","311514",FALSE,"prefix_4d",4,"acceptable"
"3115","31151A",FALSE,"prefix_4d",4,"acceptable"
"3115","311520",FALSE,"prefix_4d",4,"acceptable"
"3116","311615",FALSE,"prefix_4d",2,"acceptable"
"3116","31161A",FALSE,"prefix_4d",2,"acceptable"
"311811","311810",FALSE,"prefix_5d",1,"acceptable"
"3118Z","311810",FALSE,"prefix_4d",2,"acceptable"
"3118Z","3118A0",FALSE,"prefix_4d",2,"acceptable"
"311M1","311111",FALSE,"prefix_3d",24,"unusable"
"311M1","311119",FALSE,"prefix_3d",24,"unusable"
"311M1","311210",FALSE,"prefix_3d",24,"unusable"
"311M1","311221",FALSE,"prefix_3d",24,"unusable"
"311M1","311224",FALSE,"prefix_3d",24,"unusable"
"311M1","311225",FALSE,"prefix_3d",24,"unusable"
"311M1","311230",FALSE,"prefix_3d",24,"unusable"
"311M1","311300",FALSE,"prefix_3d",24,"unusable"
"311M1","311410",FALSE,"prefix_3d",24,"unusable"
"311M1","311420",FALSE,"prefix_3d",24,"unusable"
"311M1","311513",FALSE,"prefix_3d",24,"unusable"
"311M1","311514",FALSE,"prefix_3d",24,"unusable"
"311M1","31151A",FALSE,"prefix_3d",24,"unusable"
"311M1","311520",FALSE,"prefix_3d",24,"unusable"
"311M1","311615",FALSE,"prefix_3d",24,"unusable"
"311M1","31161A",FALSE,"prefix_3d",24,"unusable"
"311M1","311700",FALSE,"prefix_3d",24,"unusable"
"311M1","311810",FALSE,"prefix_3d",24,"unusable"
"311M1","3118A0",FALSE,"prefix_3d",24,"unusable"
"311M1","311910",FALSE,"prefix_3d",24,"unusable"
"311M1","311920",FALSE,"prefix_3d",24,"unusable"
"311M1","311930",FALSE,"prefix_3d",24,"unusable"
"311M1","311940",FALSE,"prefix_3d",24,"unusable"
"311M1","311990",FALSE,"prefix_3d",24,"unusable"
"311M2","311111",FALSE,"prefix_3d",24,"unusable"
"311M2","311119",FALSE,"prefix_3d",24,"unusable"
"311M2","311210",FALSE,"prefix_3d",24,"unusable"
"311M2","311221",FALSE,"prefix_3d",24,"unusable"
"311M2","311224",FALSE,"prefix_3d",24,"unusable"
"311M2","311225",FALSE,"prefix_3d",24,"unusable"
"311M2","311230",FALSE,"prefix_3d",24,"unusable"
"311M2","311300",FALSE,"prefix_3d",24,"unusable"
"311M2","311410",FALSE,"prefix_3d",24,"unusable"
"311M2","311420",FALSE,"prefix_3d",24,"unusable"
"311M2","311513",FALSE,"prefix_3d",24,"unusable"
"311M2","311514",FALSE,"prefix_3d",24,"unusable"
"311M2","31151A",FALSE,"prefix_3d",24,"unusable"
"311M2","311520",FALSE,"prefix_3d",24,"unusable"
"311M2","311615",FALSE,"prefix_3d",24,"unusable"
"311M2","31161A",FALSE,"prefix_3d",24,"unusable"
"311M2","311700",FALSE,"prefix_3d",24,"unusable"
"311M2","311810",FALSE,"prefix_3d",24,"unusable"
"311M2","3118A0",FALSE,"prefix_3d",24,"unusable"
"311M2","311910",FALSE,"prefix_3d",24,"unusable"
"311M2","311920",FALSE,"prefix_3d",24,"unusable"
"311M2","311930",FALSE,"prefix_3d",24,"unusable"
"311M2","311940",FALSE,"prefix_3d",24,"unusable"
"311M2","311990",FALSE,"prefix_3d",24,"unusable"
"311S","311111",FALSE,"prefix_3d",24,"unusable"
"311S","311119",FALSE,"prefix_3d",24,"unusable"
"311S","311210",FALSE,"prefix_3d",24,"unusable"
"311S","311221",FALSE,"prefix_3d",24,"unusable"
"311S","311224",FALSE,"prefix_3d",24,"unusable"
"311S","311225",FALSE,"prefix_3d",24,"unusable"
"311S","311230",FALSE,"prefix_3d",24,"unusable"
"311S","311300",FALSE,"prefix_3d",24,"unusable"
"311S","311410",FALSE,"prefix_3d",24,"unusable"
"311S","311420",FALSE,"prefix_3d",24,"unusable"
"311S","311513",FALSE,"prefix_3d",24,"unusable"
"311S","311514",FALSE,"prefix_3d",24,"unusable"
"311S","31151A",FALSE,"prefix_3d",24,"unusable"
"311S","311520",FALSE,"prefix_3d",24,"unusable"
"311S","311615",FALSE,"prefix_3d",24,"unusable"
"311S","31161A",FALSE,"prefix_3d",24,"unusable"
"311S","311700",FALSE,"prefix_3d",24,"unusable"
"311S","311810",FALSE,"prefix_3d",24,"unusable"
"311S","3118A0",FALSE,"prefix_3d",24,"unusable"
"311S","311910",FALSE,"prefix_3d",24,"unusable"
"311S","311920",FALSE,"prefix_3d",24,"unusable"
"311S","311930",FALSE,"prefix_3d",24,"unusable"
"311S","311940",FALSE,"prefix_3d",24,"unusable"
"311S","311990",FALSE,"prefix_3d",24,"unusable"
"3121","312110",FALSE,"prefix_4d",4,"acceptable"
"3121","312120",FALSE,"prefix_4d",4,"acceptable"
"3121","312130",FALSE,"prefix_4d",4,"acceptable"
"3121","312140",FALSE,"prefix_4d",4,"acceptable"
"3122","312200",FALSE,"exact_6d",1,"clean"
"3131","313100",FALSE,"exact_6d",1,"clean"
"3132Z","313200",FALSE,"prefix_4d",1,"acceptable"
"3133","313300",FALSE,"exact_6d",1,"clean"
"31411","314110",FALSE,"exact_6d",1,"clean"
"314Z","314110",FALSE,"prefix_3d",3,"acceptable"
"314Z","314120",FALSE,"prefix_3d",3,"acceptable"
"314Z","314900",FALSE,"prefix_3d",3,"acceptable"
"315M","315000",FALSE,"prefix_3d",1,"acceptable"
"3162","316000",FALSE,"prefix_3d",1,"acceptable"
"316M","316000",FALSE,"prefix_3d",1,"acceptable"
"31M","311111",FALSE,"prefix_2d",37,"unusable"
"31M","311119",FALSE,"prefix_2d",37,"unusable"
"31M","311210",FALSE,"prefix_2d",37,"unusable"
"31M","311221",FALSE,"prefix_2d",37,"unusable"
"31M","311224",FALSE,"prefix_2d",37,"unusable"
"31M","311225",FALSE,"prefix_2d",37,"unusable"
"31M","311230",FALSE,"prefix_2d",37,"unusable"
"31M","311300",FALSE,"prefix_2d",37,"unusable"
"31M","311410",FALSE,"prefix_2d",37,"unusable"
"31M","311420",FALSE,"prefix_2d",37,"unusable"
"31M","311513",FALSE,"prefix_2d",37,"unusable"
"31M","311514",FALSE,"prefix_2d",37,"unusable"
"31M","31151A",FALSE,"prefix_2d",37,"unusable"
"31M","311520",FALSE,"prefix_2d",37,"unusable"
"31M","311615",FALSE,"prefix_2d",37,"unusable"
"31M","31161A",FALSE,"prefix_2d",37,"unusable"
"31M","311700",FALSE,"prefix_2d",37,"unusable"
"31M","311810",FALSE,"prefix_2d",37,"unusable"
"31M","3118A0",FALSE,"prefix_2d",37,"unusable"
"31M","311910",FALSE,"prefix_2d",37,"unusable"
"31M","311920",FALSE,"prefix_2d",37,"unusable"
"31M","311930",FALSE,"prefix_2d",37,"unusable"
"31M","311940",FALSE,"prefix_2d",37,"unusable"
"31M","311990",FALSE,"prefix_2d",37,"unusable"
"31M","312110",FALSE,"prefix_2d",37,"unusable"
"31M","312120",FALSE,"prefix_2d",37,"unusable"
"31M","312130",FALSE,"prefix_2d",37,"unusable"
"31M","312140",FALSE,"prefix_2d",37,"unusable"
"31M","312200",FALSE,"prefix_2d",37,"unusable"
"31M","313100",FALSE,"prefix_2d",37,"unusable"
"31M","313200",FALSE,"prefix_2d",37,"unusable"
"31M","313300",FALSE,"prefix_2d",37,"unusable"
"31M","314110",FALSE,"prefix_2d",37,"unusable"
"31M","314120",FALSE,"prefix_2d",37,"unusable"
"31M","314900",FALSE,"prefix_2d",37,"unusable"
"31M","315000",FALSE,"prefix_2d",37,"unusable"
"31M","316000",FALSE,"prefix_2d",37,"unusable"
"3211","321100",FALSE,"exact_6d",1,"clean"
"3212","321200",FALSE,"exact_6d",1,"clean"
"32199M","3219A0",FALSE,"prefix_5d",1,"acceptable"
"3219ZM","321910",FALSE,"prefix_4d",2,"acceptable"
"3219ZM","3219A0",FALSE,"prefix_4d",2,"acceptable"
"3221","322110",FALSE,"prefix_4d",3,"acceptable"
"3221","322120",FALSE,"prefix_4d",3,"acceptable"
"3221","322130",FALSE,"prefix_4d",3,"acceptable"
"32221","322210",FALSE,"exact_6d",1,"clean"
"3222M","322210",FALSE,"prefix_4d",5,"coarse"
"3222M","322220",FALSE,"prefix_4d",5,"coarse"
"3222M","322230",FALSE,"prefix_4d",5,"coarse"
"3222M","322291",FALSE,"prefix_4d",5,"coarse"
"3222M","322299",FALSE,"prefix_4d",5,"coarse"
"3231","323110",FALSE,"prefix_4d",2,"acceptable"
"3231","323120",FALSE,"prefix_4d",2,"acceptable"
"32411","324110",FALSE,"exact_6d",1,"clean"
"3241M","324110",FALSE,"prefix_4d",4,"acceptable"
"3241M","324121",FALSE,"prefix_4d",4,"acceptable"
"3241M","324122",FALSE,"prefix_4d",4,"acceptable"
"3241M","324190",FALSE,"prefix_4d",4,"acceptable"
"3252","325211",FALSE,"prefix_4d",2,"acceptable"
"3252","3252A0",FALSE,"prefix_4d",2,"acceptable"
"3253","325310",FALSE,"prefix_4d",2,"acceptable"
"3253","325320",FALSE,"prefix_4d",2,"acceptable"
"3254","325411",FALSE,"prefix_4d",4,"acceptable"
"3254","325412",FALSE,"prefix_4d",4,"acceptable"
"3254","325413",FALSE,"prefix_4d",4,"acceptable"
"3254","325414",FALSE,"prefix_4d",4,"acceptable"
"3255","325510",FALSE,"prefix_4d",2,"acceptable"
"3255","325520",FALSE,"prefix_4d",2,"acceptable"
"3256","325610",FALSE,"prefix_4d",2,"acceptable"
"3256","325620",FALSE,"prefix_4d",2,"acceptable"
"325M","325110",FALSE,"prefix_3d",19,"unusable"
"325M","325120",FALSE,"prefix_3d",19,"unusable"
"325M","325130",FALSE,"prefix_3d",19,"unusable"
"325M","325180",FALSE,"prefix_3d",19,"unusable"
"325M","325190",FALSE,"prefix_3d",19,"unusable"
"325M","325211",FALSE,"prefix_3d",19,"unusable"
"325M","3252A0",FALSE,"prefix_3d",19,"unusable"
"325M","325310",FALSE,"prefix_3d",19,"unusable"
"325M","325320",FALSE,"prefix_3d",19,"unusable"
"325M","325411",FALSE,"prefix_3d",19,"unusable"
"325M","325412",FALSE,"prefix_3d",19,"unusable"
"325M","325413",FALSE,"prefix_3d",19,"unusable"
"325M","325414",FALSE,"prefix_3d",19,"unusable"
"325M","325510",FALSE,"prefix_3d",19,"unusable"
"325M","325520",FALSE,"prefix_3d",19,"unusable"
"325M","325610",FALSE,"prefix_3d",19,"unusable"
"325M","325620",FALSE,"prefix_3d",19,"unusable"
"325M","325910",FALSE,"prefix_3d",19,"unusable"
"325M","3259A0",FALSE,"prefix_3d",19,"unusable"
"3261","326110",FALSE,"prefix_4d",7,"coarse"
"3261","326120",FALSE,"prefix_4d",7,"coarse"
"3261","326130",FALSE,"prefix_4d",7,"coarse"
"3261","326140",FALSE,"prefix_4d",7,"coarse"
"3261","326150",FALSE,"prefix_4d",7,"coarse"
"3261","326160",FALSE,"prefix_4d",7,"coarse"
"3261","326190",FALSE,"prefix_4d",7,"coarse"
"32621","326210",FALSE,"exact_6d",1,"clean"
"3262M","326210",FALSE,"prefix_4d",3,"acceptable"
"3262M","326220",FALSE,"prefix_4d",3,"acceptable"
"3262M","326290",FALSE,"prefix_4d",3,"acceptable"
"32711","327100",FALSE,"prefix_4d",1,"acceptable"
"32712","327100",FALSE,"prefix_4d",1,"acceptable"
"3272","327200",FALSE,"exact_6d",1,"clean"
"3279","327910",FALSE,"prefix_4d",5,"coarse"
"3279","327991",FALSE,"prefix_4d",5,"coarse"
"3279","327992",FALSE,"prefix_4d",5,"coarse"
"3279","327993",FALSE,"prefix_4d",5,"coarse"
"3279","327999",FALSE,"prefix_4d",5,"coarse"
"327M","327100",FALSE,"prefix_3d",12,"coarse"
"327M","327200",FALSE,"prefix_3d",12,"coarse"
"327M","327310",FALSE,"prefix_3d",12,"coarse"
"327M","327320",FALSE,"prefix_3d",12,"coarse"
"327M","327330",FALSE,"prefix_3d",12,"coarse"
"327M","327390",FALSE,"prefix_3d",12,"coarse"
"327M","327400",FALSE,"prefix_3d",12,"coarse"
"327M","327910",FALSE,"prefix_3d",12,"coarse"
"327M","327991",FALSE,"prefix_3d",12,"coarse"
"327M","327992",FALSE,"prefix_3d",12,"coarse"
"327M","327993",FALSE,"prefix_3d",12,"coarse"
"327M","327999",FALSE,"prefix_3d",12,"coarse"
"3313","331313",FALSE,"prefix_4d",3,"acceptable"
"3313","331314",FALSE,"prefix_4d",3,"acceptable"
"3313","33131B",FALSE,"prefix_4d",3,"acceptable"
"3314","331410",FALSE,"prefix_4d",3,"acceptable"
"3314","331420",FALSE,"prefix_4d",3,"acceptable"
"3314","331490",FALSE,"prefix_4d",3,"acceptable"
"3315","331510",FALSE,"prefix_4d",2,"acceptable"
"3315","331520",FALSE,"prefix_4d",2,"acceptable"
"331M","331110",FALSE,"prefix_3d",10,"coarse"
"331M","331200",FALSE,"prefix_3d",10,"coarse"
"331M","331313",FALSE,"prefix_3d",10,"coarse"
"331M","331314",FALSE,"prefix_3d",10,"coarse"
"331M","33131B",FALSE,"prefix_3d",10,"coarse"
"331M","331410",FALSE,"prefix_3d",10,"coarse"
"331M","331420",FALSE,"prefix_3d",10,"coarse"
"331M","331490",FALSE,"prefix_3d",10,"coarse"
"331M","331510",FALSE,"prefix_3d",10,"coarse"
"331M","331520",FALSE,"prefix_3d",10,"coarse"
"3321","332114",FALSE,"prefix_4d",3,"acceptable"
"3321","332119",FALSE,"prefix_4d",3,"acceptable"
"3321","33211A",FALSE,"prefix_4d",3,"acceptable"
"3322","332200",FALSE,"exact_6d",1,"clean"
"3327","332710",FALSE,"prefix_4d",2,"acceptable"
"3327","332720",FALSE,"prefix_4d",2,"acceptable"
"3328","332800",FALSE,"exact_6d",1,"clean"
"33299M","332991",FALSE,"prefix_5d",4,"acceptable"
"33299M","332996",FALSE,"prefix_5d",4,"acceptable"
"33299M","332999",FALSE,"prefix_5d",4,"acceptable"
"33299M","33299A",FALSE,"prefix_5d",4,"acceptable"
"332M","332114",FALSE,"prefix_3d",20,"unusable"
"332M","332119",FALSE,"prefix_3d",20,"unusable"
"332M","33211A",FALSE,"prefix_3d",20,"unusable"
"332M","332200",FALSE,"prefix_3d",20,"unusable"
"332M","332310",FALSE,"prefix_3d",20,"unusable"
"332M","332320",FALSE,"prefix_3d",20,"unusable"
"332M","332410",FALSE,"prefix_3d",20,"unusable"
"332M","332420",FALSE,"prefix_3d",20,"unusable"
"332M","332430",FALSE,"prefix_3d",20,"unusable"
"332M","332500",FALSE,"prefix_3d",20,"unusable"
"332M","332600",FALSE,"prefix_3d",20,"unusable"
"332M","332710",FALSE,"prefix_3d",20,"unusable"
"332M","332720",FALSE,"prefix_3d",20,"unusable"
"332M","332800",FALSE,"prefix_3d",20,"unusable"
"332M","332913",FALSE,"prefix_3d",20,"unusable"
"332M","33291A",FALSE,"prefix_3d",20,"unusable"
"332M","332991",FALSE,"prefix_3d",20,"unusable"
"332M","332996",FALSE,"prefix_3d",20,"unusable"
"332M","332999",FALSE,"prefix_3d",20,"unusable"
"332M","33299A",FALSE,"prefix_3d",20,"unusable"
"332MZ","332114",FALSE,"prefix_3d",20,"unusable"
"332MZ","332119",FALSE,"prefix_3d",20,"unusable"
"332MZ","33211A",FALSE,"prefix_3d",20,"unusable"
"332MZ","332200",FALSE,"prefix_3d",20,"unusable"
"332MZ","332310",FALSE,"prefix_3d",20,"unusable"
"332MZ","332320",FALSE,"prefix_3d",20,"unusable"
"332MZ","332410",FALSE,"prefix_3d",20,"unusable"
"332MZ","332420",FALSE,"prefix_3d",20,"unusable"
"332MZ","332430",FALSE,"prefix_3d",20,"unusable"
"332MZ","332500",FALSE,"prefix_3d",20,"unusable"
"332MZ","332600",FALSE,"prefix_3d",20,"unusable"
"332MZ","332710",FALSE,"prefix_3d",20,"unusable"
"332MZ","332720",FALSE,"prefix_3d",20,"unusable"
"332MZ","332800",FALSE,"prefix_3d",20,"unusable"
"332MZ","332913",FALSE,"prefix_3d",20,"unusable"
"332MZ","33291A",FALSE,"prefix_3d",20,"unusable"
"332MZ","332991",FALSE,"prefix_3d",20,"unusable"
"332MZ","332996",FALSE,"prefix_3d",20,"unusable"
